"benchmark","size","mode","baseline_ms","current_ms","ratio","delta_pct"
"laughing.man.commits.benchmark.PojoLensPipelineJmhBenchmark.fullFilterPipeline","1000","avgt","0.00424935398341821","0.00454717453505007","1.07008607727057","7.00860772705729"
"laughing.man.commits.benchmark.StatsQueryJmhBenchmark.fluentTimeBucketMetrics","1000","avgt","0.120009535452323","0.12732189119171","1.06093145608661","6.09314560866052"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseOnly","1000","avgt","0.00399996463098326","0.0042173240915774","1.05434034563968","5.4340345639684"
"laughing.man.commits.benchmark.CsvLoadJmhBenchmark.csvTypedLoad","1000","avgt","1.55280615384615","1.6339564516129","1.0522604174164","5.22604174163965"
"laughing.man.commits.benchmark.StatsQueryJmhBenchmark.sqlLikeParseAndGroupedMetricsToChart","1000","avgt","0.088076618705036","0.0924955492424242","1.05017143712325","5.01714371232511"
"laughing.man.commits.benchmark.StatsQueryJmhBenchmark.fluentGroupedMetricsExplain","1000","avgt","0.000693650729597107","0.000720664750718481","1.03894470223806","3.89447022380609"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.fluentAreaMapping","100000","avgt","4.037224","4.19013333333333","1.03787486979502","3.78748697950209"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.areaPayloadJsonExport","10000","avgt","0.00276256682894776","0.00282276665760952","1.02179126601787","2.17912660178738"
"laughing.man.commits.benchmark.CsvLoadJmhBenchmark.csvTypedLoadMultiline","1000","avgt","0.986119417475728","1.00027920792079","1.01435910316147","1.43591031614712"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeBoundScatterMapping","1000","avgt","0.201056415478615","0.203552685950413","1.01241577129412","1.24157712941204"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.sqlLikeCacheSnapshotRead","10000","avgt","0.00016475586631131","0.000166626308760947","1.01135281244616","1.13528124461564"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.linePayloadJsonExport","1000","avgt","0.00193047096612715","0.00193711454212922","1.00344142756801","0.344142756800725"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseOnly","10000","avgt","0.00411982913669065","0.00413221512247071","1.00300643190994","0.300643190994432"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.barPayloadJsonExport","1000","avgt","0.000360968650530124","0.000361773238356569","1.00222896870757","0.222896870756895"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.sqlLikeCacheSnapshotRead","1000","avgt","0.000168249114874946","0.00016807976366322","0.998993449612783","-0.100655038721664"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.scatterPayloadJsonExport","10000","avgt","0.581980116959064","0.578955555555556","0.994802981553197","-0.519701844680298"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.piePayloadJsonExport","100000","avgt","0.000424468786207043","0.000421806742328356","0.993728528539226","-0.627147146077389"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.fluentScatterMapping","1000","avgt","0.173288070175439","0.170677358490566","0.984934267649069","-1.50657323509313"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.barPayloadJsonExport","100000","avgt","0.000462827633796762","0.000454748973225307","0.982544990874501","-1.74550091254988"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeScatterMapping","1000","avgt","0.218500442477876","0.211698717948718","0.96887088899215","-3.112911100785"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.fluentScatterMapping","10000","avgt","1.65370666666667","1.60156612903226","0.968470504058917","-3.15294959410831"
